stars,comment
4.0 out of 5 stars,"







  
  
    Good pictures, perfect size for the Little ones...it would be best if they have included all the BASIC animals, vegetables, n fruits...each book have 25pictures but some of content I found is unnecessary.
  
"
5.0 out of 5 stars,"







  
  
    Bought them for my 1 year old. Books are very good. Quality is also great and so is the content. Keeps him engaged. Worth buying for little ones. Go for it in case you are looking to buy some for your little one
  
"
4.0 out of 5 stars,"







  
  
    Books are made of hard cardboard type paper. Good for small kids, as they have tendency to tear pages. It's good If pages are made up of waterproof material. Books are small in size but good quality pictures.Due to it's small size kids can handle them easily. Nice start to reduce screen time for kids.
  
"
3.0 out of 5 stars,"







  
  
    The concept is good.topics r covered in a nice way only problem is that the pages aren't that thick,my 1 &half year old kid has easily folded it's pages vertically on very first day,so slightly disappointed.
  
"
5.0 out of 5 stars,"







  
  
    It is really nice product to help kids learn faster.Can't complain about quality for product as it is very good. Though I had to apply for exchange (Free) as first time the seller delivered used/old product with even teeth marks on few of the books.My daughter as soon as she wakes up she browse through all the book. She seems to enjoy a lot.
  
"
5.0 out of 5 stars,"







  
  
    Wow...when i saw ths its too pretty books for small infant child.. Definately its a first book of my child to learn abc nd all..clear pictures nd colours its too bright for creating a intrest on books, i easily carry all books in my purse. Thnx for giving a nice product
  
"
5.0 out of 5 stars,"







  
  
    Very good set of books. Gave it away as a gift but wish I had kept it for my kid.Books are small but perfect for toddlers to handle. Big and bright pictures. Perfect for new learners.Will definitely recommend it to friends.
  
"
1.0 out of 5 stars,"







  
  
    I not open the sealed of book packing. I noticed the book size is very small and think inner content/picture will be also small that will recognizable by my kids brain. she is suffering autism. Thus I return it.
  
"
5.0 out of 5 stars,"







  
  
    I'm not going to lie! They are small books but, board books usually comes in this size.For the price point, this purely is a gem in the category.Best to get started. This is super cool to initiate & nurture reading habits into our little ones. Don't expect your tiny humans to show interest in reading at the very beginning. Allow them to explore the colour/images first. My 7 month old just loves to go through it for the vibrant colours.
  
"
1.0 out of 5 stars,"







  
  
    The size of the books was very small!!!!!!!!,so small that it doesn't look like a book even!!!! It is the size of a floppy disk. The picture given in the site of Amazon is very misleading,shows that the book is very big.my 2 year old daughter plays with it as a toy as throws it away rather than reading it.moreover it doesn't not have a return policy in it .I feel cheated.the books that we get in footpath for 30 rs are better than this.i really  doubt how it got so good reviews.
  
"
5.0 out of 5 stars,"







  
  
    Good quality, real pics of day to day things, good contrast usedEasy to hold for babiesReal images, only one image per page,Wwhich is a good thing, no distraction for babyMy kido loves to reaad yyhem , play with them carry them around the house..  a must buy...
  
"
1.0 out of 5 stars,"







  
  
    Some words is highly difficult to pronounce to elders thn how abt kids?I think this cud hve been better if it is as simple as. Now feeling it is waste.
  
"
4.0 out of 5 stars,"







  
  
    Good books.. attractive pictures and colours. Box was bit torn from corners. Quality of books is good. Size is too small but handy!!
  
"
5.0 out of 5 stars,"







  
  
    The quality of the board book was realky good. The image quality is also good. My kid loved this. Very hany in kids hand. Would highly recommend this.
  
"
4.0 out of 5 stars,"







  
  
    Product is really good, same as shown in the picture, it keeps my 1 year old busy and engaged for sometime.drawback i see is the size is bit small but it fits in toddlers hands perfectly so its also fine...overall a good purchase at this price
  
"
5.0 out of 5 stars,"







  
  
    Just go for it. My baby is 1.8yrs old and she is just enjoying it and playing with it. edges are fine. books are small but enough for little one. Overall a very good library to begin the world of learning for your little one.
  
"
5.0 out of 5 stars,"







  
  
    As Small as hand of a Normal Adult,The child Carries It Easily it his Hand,The Quality of pages is good,Helps to build vocabulry In little ones,Go for it without thinking Twice😃
  
"
5.0 out of 5 stars,"







  
  
    I give it a 5 star because it is the best thing u can gift to ur 2 year old child. Books are small handy for child. Quality of books are very nice. Child can not easily tear them. And of course the cover that u get with this set of book is the cutest. It keep the books assembled and easy to access.
  
"
3.0 out of 5 stars,"







  
  
    Product quality is good..Image displayed in the website looks too big.. however you have mentioned dimension details.By seeing image, it overwrites dimension details & our mind things product will be bigger in size. Good trick.Over all.. its tine as mentioned 10cm & 9cm..kids will love it
  
"
5.0 out of 5 stars,"







  
  
    Very good quality of print, paper and colors.  Content printed could be better(I mean easy to spell and more familiar things from around us )for a beginner  as it is for a kid who didn't start school yet
  
"
5.0 out of 5 stars,"







  
  
    Loved the books my 3 year old is in live with themThe size is small so they fit perfectly in his little handsAnd the pages are sturdy and easy to turn
  
"
4.0 out of 5 stars,"







  
  
    Product quality is good but some books might not required as first library like wild animals instead of that it should be human body parts.
  
"
5.0 out of 5 stars,"







  
  
    It is a matter of fact that younger children have habits to tear things apart. But the material that these book are made up of is great specially kept in consideration. I brought so mamy book but noone last more than 2 3 dayz.i found pages all over the room.but these are amazingly good.must buy
  
"
5.0 out of 5 stars,"







  
  
    Exactly the right size for tiny hands. Very few mistakes are there. My child enjoyed it so much that I now gift it to other friends as well.
  
"
3.0 out of 5 stars,"







  
  
    It's very small in size. Size is different from given in description. The size of total box is 12.4×10.2×9.3 cm. instead of 20×14×4 cm.
  
"
5.0 out of 5 stars,"







  
  
    HandyGood qualityGood thicknessEasy to engage a toddlerMy baby loved it :-)Thank u Amazon
  
"
4.0 out of 5 stars,"







  
  
    Good quality item. Nice packaging. Thanx amazon. But few books glue sticking is not proper. Book detached from front cover.
  
"
1.0 out of 5 stars,"







  
  
    After seeing the reviews I bought but I am not happy with the books. Quality  is good but content is not up to the mark. Alphabets  are small and images are  small. I bought these for my 10month baby so that he enjoys and learn alphabet. Color book doesn’t show color and alphabet book shows only images not alphabet.
  
"
5.0 out of 5 stars,"







  
  
    My 2 and half year old baby loves it.....so many new things to explore...n the quality is really nice with vibrant colors that attract 👍👍👍
  
"
4.0 out of 5 stars,"







  
  
    I bought the same for my elder daughter and buying the same for my younger one. But the choice of pictures could better like too much towards kids.
  
"
4.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Product is okay, if I give it my baby she will definitely tear it. And books are very tiny.But overall its good.
  
"
4.0 out of 5 stars,"







  
  
    I purchased this set of books in Oct 2020 in 399. The best thing about this product is vibrant colors which attracts kid towards them again and again. Another good feature is its quality of paper and sturdiness. I believe that this is the must have library one should have.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     In this price range excellent quality and good color combination. If you want your baby spare your mobile phone and engage in learning activity then this is complete package.
  
"
4.0 out of 5 stars,"







  
  
    Beautiful set of little books with amazing pictures. My son only uses them for stacking them perfectly even with the last fitting so well. He's just obsessed to keep them clean and well stacked. 😄
  
"
5.0 out of 5 stars,"







  
  
    I gifted it to girl child, She's 1 year old but she grabbed it and started looking one by one. Also she try to talk by making some sounds. Her parents are Happy  found it more useful for her. It may help her before she join Nursary. AND BEST THING IS THESE ARE BOOKS NOT THE SCREEN OF MOBILE.  Good set of books, Untierable
  
"
4.0 out of 5 stars,"







  
  
    At first we got defective product due to some book covers torn out. Later the replaced product came intact.Must have book set for the kids.
  
"
5.0 out of 5 stars,"







  
  
    We really love this little library for my nephew. The pages are hard which cant be torn apart easily and the texture of the paper is very smooth & edges are great.
  
"
5.0 out of 5 stars,"







  
  
    I like these books very much. Good Material is used for pages and cover of the book. Very colorful. My 1 year old son loved it.
  
"
4.0 out of 5 stars,"







  
  
    Size and books are as per description. Value for money. One star is less because some books have two alphabets in single page instead of one on each page. It makes the picture smaller.
  
"
5.0 out of 5 stars,"







  
  
    It is a great collection...initially when I received the parcel, I was a little taken back that the size of the books are so small...was expecting bigger ones..but my kid loves it because it is very handy for him to hold and turn pages...quality of the pages is also good ..and one page has one picture so child can concentrate easily...definitely worth the buy..Truly its wortht of 1st library
  
"
5.0 out of 5 stars,"







  
  
    Very good quality books.Lots of pages and high quality printing.Wasn’t expecting this quality at the current price.Great buy for my little one!
  
"
4.0 out of 5 stars,"







  
  
    Super item. Good appearance of pictures. It is very easy to learn for kids. Only i disappointed books are very small. My 1.5 kid handling book like soap box.
  
"
5.0 out of 5 stars,"







  
  
    Great product....I bought it for my 8month old kid. He loves to watch it,I used it as a flash card l.
  
"
5.0 out of 5 stars,"







  
  
    After searching more than 20 product I feel this product is perfect for 2-3 year child.Quality of product was very good.Little high in price but value for money..
  
"
5.0 out of 5 stars,"







  
  
    Best books for growth development in babies. Brought it for my 4 month old, she enjoys watching the pictures and bright colours.
  
"
5.0 out of 5 stars,"







  
  
    Very good books for your kid to start with.. pictures are very clear and my boy just loved it.
  
"
5.0 out of 5 stars,"







  
  
    Educative books ,more engaging books for kids ,helps in fast learning for kids ,good product quality
  
"
2.0 out of 5 stars,"







  
  
    Not worth the price. The size of the books are too small. Fits in an adults palm. Each page has got only one picture. Content is not upto the mark. And the seller is a cheat not allowing return of the item. This set should be priced around rs 99 instead of Rs 399.
  
"
5.0 out of 5 stars,"







  
  
    Good books for kids 2-3 yrs old. Fun playing n reading along with parents. Small size helpful in carrying around
  
"
5.0 out of 5 stars,"







  
  
    Excellent product. My baby had a lot of fun learning from the book set. It helps us to avoid using mobile phone to show her things. She loves to stack the books in the box as well so keep the box safe after you receive it .
  
"
5.0 out of 5 stars,"







  
  
    Those who expect more quality can choose these books.They look really worthy..We liked them
  
"
5.0 out of 5 stars,"







  
  
    Material is strong and looks like it lasts in the hands of a hyper active toddler. Books are Compact with bright pictures. Really worthy at this cost
  
"
1.0 out of 5 stars,"







  
  
    I am amazed that box onky has the capacity of 9 books. I noticed it has 9 books only. 1 farm animals and pets book is not with the set. . Box itself says 10 books. Where is the place to keep 10th book?
  
"
4.0 out of 5 stars,"







  
  
    Its a good start for child of age 1.5 and above, manufactured to withstand heavy drop by kids and has good list of items to teach kids.4 stars because I need my child to learn what is there in my country and things that we can show them in real in near future. but some of thee items are of European and American
  
"
5.0 out of 5 stars,"







  
  
    Very good set for early learning. It has a compilation of 10 books on fruits, vegetables, transport, colors, alphabets, etc and very good pictures. Apt for 9months + kids.
  
"
5.0 out of 5 stars,"







  
  
    Very useful and keep my 1year old baby so busy.. really worthy.. will buy again for my nephew.. thanks seller
  
"
5.0 out of 5 stars,"







  
  
    My son is 2.6 and his almost done knowing everything in these books! If there’s something I would never regret buying for my son will be this box of books!
  
"
5.0 out of 5 stars,"







  
  
    Awesome book...print is very gud...bright and clear words and pictures..My two years daughter likes it too much...
  
"
5.0 out of 5 stars,"







  
  
    I ordered this set for my 2 year old daughter..and she loved it..the images shown in the book are very attractive and appealing to be learnt by a kid...since the pages are made of hard board so they are not tearable , which is best part ,since it is to be given to a kid ..a good option to reduce screen time for my girl
  
"
5.0 out of 5 stars,"







  
  
    I bought it for my kid for self learning and teaching some basic stuff from home. My kid is very much interested in this books and learnt most of the contents. Highly recommended.The making quality of the book is also very good.
  
"
5.0 out of 5 stars,"







  
  
    Excellent set of books. Perfect for 1.5 year old to learn. Product quality is good. Pages are thick. Though I was reluctant to buy because of small size... but after buying I realised ...my lil one can hold these books properly and turn pages. This set is favourite of all the books I have.
  
"
5.0 out of 5 stars,"







  
  
    A good set of books. Keeps the lil one interested. It is also a good option for gifting someone. Would certainly recommend it. Value for money.
  
"
5.0 out of 5 stars,"







  
  
    Deferent way to teach your baby , baby also takes interest if he/she having variety of learning stuff..
  
"
5.0 out of 5 stars,"







  
  
    Very colourful and attractive collection, your little one is going to love this gift. Worth every penny 💰
  
"
5.0 out of 5 stars,"







  
  
    Good quality material and printing...though my kiddo just enjoys moving  the books in and out of the box as of now...😄
  
"
5.0 out of 5 stars,"







  
  
    Good for kids. I bought it when my daughter 22 months old and within 2 month she learned most of the images with name. I found it interesting  as kids learn fast with images whether its animals or fruits and vegetables.
  
"
4.0 out of 5 stars,"







  
  
    I got the set but it's very small in size I assumed before purchasing to be big size books atleast half of A4 Size but it's like very small but good product would be useful for 12+ months
  
"
5.0 out of 5 stars,"







  
  
    Beautiful cute looking handy books for your little one. Such a nice product and durable that your child cannot tear it apart. 10 different books that makes your child reading, learning alphabets, colors, numbers, animals etc. day to day items and things they get to sharp their memory and increase vocabulary. Handsome packing, affordable price and worth for each paisa I paid. We are loving it.
  
"
4.0 out of 5 stars,"







  
  
    Well the kid really likes the book as these are colourful with pictures. I believe it will help my daughter to pick up things in a quicker way.
  
"
5.0 out of 5 stars,"







  
  
    Books were made with good quality. It is very useful for the newborn babies. I bought for my one year old daughter and she loved it. Go for it!
  
"
5.0 out of 5 stars,"







  
  
    stop putting emphasis on how your children look on the outside. start making the beautiful on the inside.
  
"
5.0 out of 5 stars,"







  
  
    This is very useful for learning basics for a kid. If you want to give a gift to any little on this is the best choice.
  
"
4.0 out of 5 stars,"







  
  
    Maine av tak use nai kiye hai bcoz mere baby bhut chota hai but i like it bhut accha yeh baby kch new sikhne ke lye maine 2 set liya hai
  
"
4.0 out of 5 stars,"







  
  
    Excellent collection for kids to start learning for them at home before putting them to play schools however I got this for 499 and Flipkart is selling the same product for 280 rs
  
"
4.0 out of 5 stars,"







  
  
    Very clear and big pictureNice research on each n every topic here.Good collectionOnly issue i gave less rating i bought it at 499 now available at 399. So feeling cheated.
  
"
5.0 out of 5 stars,"







  
  
    Its really good product for kids. The quality is really nice..Although my kid doesnt study yet he loves to play with it.Must buy at this price.
  
"
5.0 out of 5 stars,"







  
  
    It's Cool. Recommended.
  
"
5.0 out of 5 stars,"







  
  
    Amazing, I bought this in 499. My baby happy to see this small library. I never saw him excited as today after seeing books. Amazing, increase knowledge n leaning power of your kid. Must buy. Five out of five.
  
"
5.0 out of 5 stars,"







  
  
    Its a great collection. The board book quality is pretty good and doesn’t get bent or torn easily. Bright colors and high quality images keep the kids entertained. My son loves all the books and keeps turning the pages over and over again.
  
"
5.0 out of 5 stars,"







  
  
    The pahes are quite thick.Quality is good.The edges have been rounded up so its safe.Colors are bright hence catchy for the kids.All good!!!
  
"
1.0 out of 5 stars,"







  
  
    Dont buy this product.. Many pictures and words are not seen in my 32 years lifetime and now i purchase this this non sense book for my child. Not child friendly to turn pages. Because of singal picture per page, children's can't develop picture detection capabilities using this books.
  
"
3.0 out of 5 stars,"







  
  
    Card quality and lamination layer is not good. Winthing 2month my 1.5 year old tore most of the books. Not water proof too.
  
"
5.0 out of 5 stars,"







  
  
    Quality is very good. No sharp edges. No worry of these getting torn or damage if your baby decides to use it in their own ways. It's good for giving your child a basic idea about general things in their early ages.
  
"
4.0 out of 5 stars,"







  
  
    Loved the finishing and material..but size is a bit small...would have appreciated more if  size had been bigger..♥️otherwise lovely product
  
"
3.0 out of 5 stars,"







  
  
    In certain books like alphabets...the pictures a re bigger than the letters which is confusing for the child
  
"
5.0 out of 5 stars,"







  
  
    Books are of very good quailty, content is very good  and size is apt for small kids. Pages are like sheets and very thick. I never expected it to be so good.Would say a must buy for pre school kids.I bought it for ₹399
  
"
5.0 out of 5 stars,"







  
  
    Very much satisfied product....my daughter likes it very much....love the product best value for money...must buy...thank u amazon for such a wonderfull base of learning...everyone should buy...size is ok clarity of images are very good and atteractive😍😍😍...Very useful.....Thank you...♥️♥️♥️
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Best book ever.. very informative and non tearablePerfect for toddlers
  
"
5.0 out of 5 stars,"







  
  
    My son is in complete love wit these books..he jst feels happy looking at the pics. Quality of the board books are great n durable for many years..picture printed quality is awesome..n eye catching.. 👍👍👍👍👍👍👍
  
"
5.0 out of 5 stars,"







  
  
    Product quality is amazing very good I really like it and share this product to my friends Thanks
  
"
5.0 out of 5 stars,"







  
  
    Great product for kid 1.5+ years. My son is taking interest and learning about new things.You also have to get engage for good response.
  
"
3.0 out of 5 stars,"







  
  
    Quality of the product is good.Content of the product is just okay. For example, in the colours book, it showed a red apple, which is also in the alphabets book. So, I felt the content should have been much better.
  
"
5.0 out of 5 stars,"







  
  
    I bought this almost an year back when my kid was 7 months old. She thoroughly enjoyed all the 10 books.
  
"
5.0 out of 5 stars,"







  
  
    Excellent for my toddler. Very good quality and good material inside. This looks good as books are inside a box which is also good.
  
"
3.0 out of 5 stars,"







  
  
    Books Smells of solvent adhesive used for pasting the pages. Not so safe for babies. Manufacturers should consider this & use safer raw materials while manufacturing this product as they know this will be used by infant babies who are very sensitive to any chemical smell.
  
"
4.0 out of 5 stars,"







  
    বাচ্চাদের উপযোগী বই। সাইজে একটু ছোটো হলেও দেখতে সুন্দর এবং পৃষ্ঠাগুলিও মোটা হওয়াতে মজবুত। তবে পশুপাখি বা অন্যান্য উদাহরণগুলিতে ভারতীয় পরিবেশের নমুনা অধিক গ্রহণ করলে শিশুরা মনেহয় বেশি সুবিধা পাবে। একইসঙ্গে ইংরেজি ছাড়া বাংলা বা অন্যান্য ভাষাতেও এমন কাজ অনলাইন কেনাকাটায় সহজলভ্য হলে মন্দ হয় না ব্যাপারটা।
  
  
"
4.0 out of 5 stars,"







  
  
    Very nice set of books.according to size it's very handy and comfortable for kids.and curves aren't sharp.abd font size , picture quality is also good.easy to carry when going in traveling or somewhere out.my baby is enjoying by seeing these books.
  
"
5.0 out of 5 stars,"







  
  
    Very nice collection! My 1YO loves it ❤️The book collection contains all basic books with attractive pictures.Good packaging.
  
"
4.0 out of 5 stars,"







  
  
    Liked it. Price also reasonable. Just that the colours could have been shown in some shape, instead of different objects, for a baby to understand better. Otherwise it is awesome, as a baby's first book.
  
"
5.0 out of 5 stars,"







  
  
    Wonderful gift for kids !!! Thoroughly enjoyed  the books . They’re perfect size and best books to get kids started with. A good refresher for adults as well !!! Have ordered the pack 2 already and awaiting its arrival eagerly !!!
  
"
4.0 out of 5 stars,"







  
  
    Even though my daughter was just turning one, the book helps a lot to get her attention on and be playfull. Not to be worried much about chewing - eventhough it hard paper, but would last longer than ordinary paper book. A good buy as a starter.
  
"
3.0 out of 5 stars,"







  
  
    Delivery was prompt, however the set was missing a ""farm animals"" book and a ""fruit"" book repeated twice, going to returns and reorder.Hopefully, correct set would arrive next time. Quality of the pages and print seems good.
  
"
1.0 out of 5 stars,"







  
  
    Product is good, bad quality board paper. Dissolves in a second. A baby puts every product in mouth. As soon did this to the book, half book desolbed
  
"
3.0 out of 5 stars,"







  
  
    Could have been better if the print quality and colour is improved. Other wise just does the job.
  
"
5.0 out of 5 stars,"







  
  
    good quality board book with attractive bright colours and relevant photos. Can buy for toddlers.. easy to turn pages for the little ones
  
"
5.0 out of 5 stars,"







  
  
    Very good books.  They are binded properly for rough usage by small kids.  The colors and pages are very good.  Note that only 20 or so one side pages per book.  The books come with a hard case to keep them together.
  
"
5.0 out of 5 stars,"







  
  
    Best for 1+ kids.. great quality of book and picturesWorth for money.. my niece loved it. She just one year old and she enjoys watching pictures.Must buy
  
"
4.0 out of 5 stars,"







  
  
    The quality and size of the books are good, only thing is these are canadian products and so some of the pictures are difficult for Indian kids to understand as they are not of Indian origin.Overall i would rate it as good.
  
"
5.0 out of 5 stars,"







  
  
    This is the best book to introduce book to ur kids my son is 1 year old and he loves the book he look at pic in the book and speaks own words and I loved it
  
"
5.0 out of 5 stars,"







  
  
    Bought this for my 1.5 year old boy. He loves these books! We read these everyday and he doesn't get bored looking through the same books over and over again (especially the transport book!). He's already learning and recognizing so many new things. This is such a healthy distraction from cartoons/mobile/TV.
  
"
3.0 out of 5 stars,"







  
  
    picture and page quality:goodsize: small 10cmI had ordered it for my 10month old baby but baby unable to hold it properly because of small size.
  
"
5.0 out of 5 stars,"







  
  
    My son really love them and he is just 1 but can recognise many of animals , birds , vehicle...Good to have these books ..
  
"
5.0 out of 5 stars,"







  
  
    Books are good in material n durable. Also cover all basic things which we are trying to teach kids.
  
"
5.0 out of 5 stars,"







  
  
    Good set of books on assorted subjects for 2 - 5 year old children. Size is good enogh for them. Attractive pictures.
  
"
5.0 out of 5 stars,"







  
  
    All the pictures shown here in this book is authentic, you and your baby will going to learn and love it.
  
"
3.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Transport book has vegetable pages. And one of the book corner is not rounded and has sharp edge. Check video/pictures. Books have repeated contents, example: the same birds are repeated in ""Birds"" and ""farm animals"".
  
"
5.0 out of 5 stars,"







  
  
    These books are excellent. It has become a everyday routine with my son to gon through all of them literally. The quality of the books are very good. Definitely helps the child to learn many things in their beginnings.
  
"
3.0 out of 5 stars,"







  
  
    Everything is fine....bt there are 1 think is that....the babies are learn A for appel B for ball...bt ther is B for bear..or I for igloo...or e for egg...bear igloo egg..are hard to learn them...be easy....bcoz they are small...we can't pressure that....
  
"
5.0 out of 5 stars,"







  
  
    A comprehensive coverage of all the basic things which a baby / toddler needs to know. Book is made well and will last the rough handling of the toddlers.
  
"
4.0 out of 5 stars,"







  
  
    Material is hard enough. Picture quality is also good. My daughter love it. This product is really useful to keep children away from mobile and tv screen.
  
"
5.0 out of 5 stars,"







  
  
    Baby loves looking through these books every now and then. Big yes. A must have book series for kids.
  
"
5.0 out of 5 stars,"







  
  
    Awesome collection. By 2.3 year old baby is totally in love with the collection. Being bright colored , carrying single picture in each page and big font size, it attracts my toddler a lot and she carries the collection where ever  she goes. five star
  
"
5.0 out of 5 stars,"







  
  
    Its a good collection of books.I got this for my baby when he was 4 months.But the pictures are not so bright so it will be good only for babies above 7 8 months i guess.Its a normal book .. not touch and feel once.
  
"
5.0 out of 5 stars,"







  
  
    My kid is loving it like a candy....beautiful colours...hard bound and tiny size makes it a perfect book with amazing pictures for a lil kid .... absolutely worth it prize
  
"
5.0 out of 5 stars,"







  
  
    Build quality is very good and all the books are well designed for learning of small children. American English is used to define many animals so some names are never heard of.
  
"
3.0 out of 5 stars,"







  
  
    Got it on deal. Books part of the full set are duller in colour, have different font and are less attractive to baby when compared to individually bought books.
  
"
3.0 out of 5 stars,"







  
  
    Along with this, a book of Hindi-Alphabet must also be there, and at the same time the pictures used in these should be taken according to Indian origin, culture and circumstances and not foreign...
  
"
4.0 out of 5 stars,"







  
  
    everything about these books are very good; except the size. they are very small, like three inches max.
  
"
4.0 out of 5 stars,"







  
  
    Overall satisfied with the product but the only minus point is the size of it. Would have been better if the size would have slightly bigger.
  
"
5.0 out of 5 stars,"







  
  
    My little one loves it. The pictures are very clear and books are just of right size for my baby to hold and explore.
  
"
5.0 out of 5 stars,"







  
  
    Amazing product with plenty of education in one box.  My kids loved it and learns most of the things from it.
  
"
4.0 out of 5 stars,"







  
  
    It’s a good box set of board books. Slightly smaller than I expected but good quality of the box and the books. The pictures are nice and clear. Bought it in the sale for 399 which was good. The full price might be a little more for this set.
  
"
5.0 out of 5 stars,"







  
  
    Awesome My 1 year old learned a lot and still enjoying these books
  
"
4.0 out of 5 stars,"







  
  
    Good product.....one thing is missing....basic animals like elephant, tiger, lion are not in any of the book
  
"
5.0 out of 5 stars,"







  
  
    My niece loves it so much. Trust me your kids won't let go of these once they have it.
  
"
5.0 out of 5 stars,"







  
  
    Nice collection of books for the small one!! My kid loves it and learning with this makes interesting and interactive. Go for it for your small ones as they gonna like it.
  
"
5.0 out of 5 stars,"







  
  
    Very much exited about this product, perfect for kids... The quality and contents are prefect. Best first library for kids starting with age 1.5-2
  
"
2.0 out of 5 stars,"







  
  
    Not very colorful and too small pictures, which is a major drawback considering its a book for babies.
  
"
5.0 out of 5 stars,"







  
  
    Best for beginners. Keeps baby engaged and it's great fun to identify objects around baby
  
"
3.0 out of 5 stars,"







  
  
    There should be more pages and pages might be slightly thinner
  
"
3.0 out of 5 stars,"







  
  
    Packaging was good,though size of the books are smaller, should have in  little bigger in size. Children can learn things from it. Learn to recognize things. Still I would say it is way overpriced at Rs 499. Should have come at Rs 200-250
  
"
5.0 out of 5 stars,"







  
  
    Amazing product from Amazon. I have kick off my reading habit to my 8 months old baby with this set.He is listening while I'm showing and reading these books. Worth to buy. Please definitely go ahead.
  
"
3.0 out of 5 stars,"







  
  
    My boy is 10th months old . This small board book fits perfectly in his lil hands to see different pictures . Atleast trying to get them off your phone and television .
  
"
5.0 out of 5 stars,"







  
  
    I have purchased the item for 499. I liked the books. The books are colourful and sturdy. My nephew also liked it. I would say it is indeed a good purchase.
  
"
5.0 out of 5 stars,"







  
  
    The best of the book is, the kind of paper has been used in this book.As usually, Kids used to play with the books and sometimes they used to tear it.but the plastic paper strength the durability of this product.
  
"
4.0 out of 5 stars,"







  
  
    Nice books, it's a little small but worth the price. Also checked other books for kids of this age. The size of the other books are also same. so felt it a good purchase.
  
"
5.0 out of 5 stars,"







  
  
    Quality of Books are good. A little small in size though, about 4 x 4 inches page.
  
"
5.0 out of 5 stars,"







  
  
    Good quality books. Made of hard cardboard so chances of tearing is minimal. Colourful pictures captures kids interest in this. My 16 months old is already loving it.
  
"
5.0 out of 5 stars,"







  
  
    Amazing set of books.  Must buy for babies and toddlers.  My10month baby loves looking at the clear pictures,  easy to hold, the pages are thick card board and won't tear easily
  
"
5.0 out of 5 stars,"







  
  
    I didn't buy it from Amazon, but it's very good product to help children reading, my boy liked it very much, he will ask me to show all the books once before going to sleep
  
"
2.0 out of 5 stars,"







  
  
    gave me a good impression looking at the pictures. after receiving, its a disappointment.too small
  
"
4.0 out of 5 stars,"







  
  
    The Product was good with images, color etc.. Set of 10 books... But the size of the book was little bit small.. So it will be easy for babies to carry... Nice and colourful one for the kids to learn easily...
  
"
5.0 out of 5 stars,"







  
  
    The size of book is quiet Smaller than I expected. Quality is good though..
  
"
4.0 out of 5 stars,"







  
  
    Could have been a little tall book set...tiny books, though looks okay...haven't opened as it is for gifting...looks cute.
  
"
5.0 out of 5 stars,"







  
  
    My kid love this books. He is of 18 months and love to see the pictures and now he could say the names of animals with its image. Very much recommended.. Must buy product.
  
"
5.0 out of 5 stars,"







  
  
    Very much suitable for 4 to 5 year old kids. Very facinating .child loves to read it. Very creative development for kid. Love it. Must try for kids
  
"
5.0 out of 5 stars,"







  
  
    This is my first set of books for my 10 month old. The quality of the books are excellent. Pictures are very colourful. My baby enjoys looking at different pictures. Overall a great purchase.
  
"
5.0 out of 5 stars,"







  
  
    Quality, value for money and must have for starter..Awesome quality of paper ..Kid loved it.
  
"
5.0 out of 5 stars,"







  
  
    Nice product contains everything you need to teach in early days ... Completely happy with product...
  
"
4.0 out of 5 stars,"







  
  
    Small books for my 1 year old. Easy for him to handle. Though expected it to have thicker pages, it still can be maintained.
  
"
1.0 out of 5 stars,"







  
  
    The picture makes one feel the book is large but the size is like a pocket calendar, please don't buy, it's simply fooling the customer.
  
"
4.0 out of 5 stars,"







  
  
    Good qualityPerfect size for kidsThe box is super helpful to stack the booksClear and beautiful pictures and lettersCovers almost every important images on each topic.
  
"
5.0 out of 5 stars,"







  
  
    Good but small..we expect little bit biggerSo please check the dimensions before buy
  
"
5.0 out of 5 stars,"







  
  
    Nice book..My little niece like it so much...hard page and good quality image.
  
"
5.0 out of 5 stars,"







  
  
    This highly recommend for 1+ year child, no doubt cost to little bit high, but your child will enjoy with graphics photos and learn
  
"
5.0 out of 5 stars,"







  
  
    Size of the book is small and easy for kids to hold. E for Eggs and N for Nest is confusing, because in Nest there are Eggs in the picture. Quality is very and value for money.
  
"
4.0 out of 5 stars,"







  
  
    Lovely collection but the book dimensions could have been a little bigger for easy handling by kids .
  
"
5.0 out of 5 stars,"







  
  
    This set of 10 books are very useful for toddlers.  My kid is 4yrs old she just loved it.A must buy. I bought it in lighting deal paying 399/-and its worthy!!
  
"
5.0 out of 5 stars,"







  
  
    Best gift for your 2-3yr kid. My daughter is loving this..Good quality prints on hard paper, easy to read and will not get damaged quickly
  
"
5.0 out of 5 stars,"







  
  
    Brought this for my 1.5yr old son and he really loves it!! Great product and worth the price. Go for it!!!
  
"
5.0 out of 5 stars,"







  
  
    Very good quality and neatly packed . Engaging product for kids . I bought this for my 3 year old daughter and she learnt a lot from  this set. Pictures and paper quality is good
  
"
